id,customer_msg,brand_reply_ref,suggested_intent,intent,should_escalate,escalation_reason,notes
gs_135,why I can’t purchase any item from amazon from my mobile,We'd like to look into this with you. Please DM and let us know if this also happen when connected to Wi-Fi?,payment_and_billing,payment_and_billing,no,,
gs_136,what’s the point of having find my iPhone if you can’t even find the phone without it being connected to WiFi ?!,Find My iPhone is a great step in preventing the loss of your device. We've got a great resource that can help and explain this feature and how to locate it once it comes back online:,connectivity_issue,connectivity_issue,no,,
gs_137,when I tap it nothing happens. restarting does nothing. i went to itunes and it said I hadn’t bought the song when I did,We want to get you in the right direction. Reach out to our iTunes Department through the following link:,device_performance,app_and_store_issue,no,,
gs_138,"I’ve got activation lock on my old iPhone, and it’s not recognising the Apple ID I’m putting in,what do I do? 😩","We're glad you've reached out to us and we'll do all we can to help. When the iPhone is prompting you for the Apple ID, it shows you a few letters. Do they match your Apple ID? Please DM us.",account_and_password,account_and_password,no,,
gs_139,My app updated last night and now my app won’t open 🙄,Thanks for reaching out. DM and let us know if you are having trouble with any other apps on your device.,app_and_store_issue,app_and_store_issue,no,,
gs_140,"WORST WORST EXPERIENCE........ HELP. HELP.... HELP.... TRYING TO GET HELP BUT NPT RESOLVED YET........ I bought my macbook air 2017, in last week of September 2017. WITHIN LESS THAN A MONTH it started malfunctioning, started freezing.","We want to help. Please send us a DM, so we can take a closer look at this issue with you.",feedback_and_complaint,software_bug,yes,Repeated attempts to obtain help have not resolved the issue.,
gs_141,"OMG the worst. Also how posting a screenshot is now a multi-step process, and the screenshot icon won't disappear until you go into photos to deal with it? It's like they hired some of Windows' old UX people (no offense, Windows)","Hey, Sarah. We'd love to help. Which iOS version is currently in use? Tell us in DM and we can move forward from there.",feedback_and_complaint,product_and_feature_question,no,,
gs_142,"Camera in particular. Doesn’t turn shooting direction, several taps to close any pictures at “x” button. Constant crashing on apps.....",Thanks for those details. Meet us over in DM and we can continue working on this there.,hardware_and_accessories,software_bug,no,,
gs_143,"why since this morning has my phone been freezing badly, lagging and freaking out when I open apps?? I’ve reset it 4 times 🙂",We'd be happy to look into this with you. Can you tell us which iPhone and version of iOS you're using?,device_performance,device_performance,yes,Four resets have not resolved the problem.,
gs_144,How funny that as soon as the iphone x comes out my iphone 6 starts to get really slow and the battery fucks up..... im onto u,Let's look at it together. Which version of iOS do you have installed?,device_performance,device_performance,no,,
gs_145,Getting to the point where my iPhone 6s has to be kept in charge for a lot of the day. iOS11 has totally screwed my phone. Thanks .,That should not be happening. Let us help. Join us in DM and tell us more about what's happening.,battery_issue,battery_issue,no,,
gs_146,"Read and understood, however it won’t allow me to download an HDR film to iPhone X on WiFi and it won’t allow me to stream it on LTE",What happens when you attempt to download on Wi-FI. Respond in DM by clicking on the link below. We'll continue there.,connectivity_issue,connectivity_issue,no,,
gs_147,"I just lost all my contacts , pics and work data because of the new software update 😡😡 iPhoneUpdate","That's definitely unexpected. Do you recall backing up to iCloud or iTunes prior to updating? Let us know more in DM, please.",data_and_privacy,data_and_privacy,yes,"Customer reports loss of contacts, photos, and work data.",
gs_148,"hey you and need to help me figure out how to get a refund on a purchase i didn’t want to make, but touch id forced.",Hi there. For billing issues contact our iTunes Store Support team here:,payment_and_billing,payment_and_billing,yes,Refund requested for an unwanted purchase.,
gs_149,"I purchased an iPhone X with a November 3rd delivery date, when am I going to get tracking for it?","Thanks for reaching out. For questions about your order, reach out to our Apple Online Store team here:",order_and_delivery,order_and_delivery,no,,
gs_150,I get this after updating to iOS 11.2 beta,Thanks for the screenshots. We're glad to get you pointed in the right direction. Please DM us to proceed.,software_bug,software_bug,no,,
gs_151,So do I have to buy a new line from Apple store to buy iPhone x??? Just want my phone! Can’t place an order! Trying to pay $$$,"Our Online Sales Support would be best suited to assist you, you can reach them here:",order_and_delivery,order_and_delivery,no,,
gs_152,"Battery life terrible since downloading IOS 11.1 on my 6S. Even in Low Power mode, battery life dropping 1% every 2 minutes!",We've received your DM and we will respond to you in there to help you with your battery. Thanks.,battery_issue,battery_issue,no,,
gs_153,Thanks for IOS11 ... I can now use my phone for 30 minutes on a full charge .. 2017,Let's look into this battery issue for you. Send us a DM with more details and we can check on available options.,battery_issue,battery_issue,no,,
gs_154,My phone is really got Aswell what do I do 🤔,"Let's look into this together. Send us a DM with your iPhone model, and we'll continue together there.",product_and_feature_question,battery_issue,yes,"Phone is reported as unusually hot, creating a potential safety risk.",
gs_155,when does the pre order for the X start?,We can help with that. Which country are you located in?,order_and_delivery,order_and_delivery,no,,
gs_156,"my iphone started acting up earlier - losing contacts and photos and tabs in safari and resetting me to the start window. v upset that i was losing valuable information and photos, so i tried to call the apple customer support line",Were you able to reach support via phone? Send us a DM with your iOS version please.,data_and_privacy,data_and_privacy,yes,Customer reports loss of contacts and photos.,
gs_157,Yessss!!!! Freaking . I’ve had SO many issues with this stupid fucking phone. Same problem that it freezes with camera and photos.,We'd love to work with you to get things running smoothly. Can you DM us the exact version of iOS you are running?,hardware_and_accessories,device_performance,no,,
gs_158,new authentication process does not work. The code you send via text is not recognised by the new OS security update...so...?,We'd like to help. Could you explain exactly what you are trying to do?,software_bug,software_bug,no,,
gs_159,Yes. After restarting in safe mode same problem is still happening.,Let's try loading it into macOS Recovery: Please let us know if you're able to get it loaded or if something similar happens with the screen again.,device_performance,software_bug,no,,
gs_160,The camera app isn’t working for some reason on the iPhone C,We'd be happy to help you find out why this is happening. Can you tell us what you see when you open the Camera app?,hardware_and_accessories,hardware_and_accessories,no,,
gs_161,My phone’s so slow. wtf?,That's not what we like to hear. We'll be happy to assist as best we can. Tell us more about what you've been experiencing and we'll be happy to assist.,device_performance,device_performance,no,,
gs_162,My phone on a whole other level of stupid rn. what’s up with my phone always freezing and my Apple Music not working 🙄,"We'd be happy to help. Can you tell us which iPhone and version of software you're using? Also, when did this begin for you?",device_performance,device_performance,no,,
gs_163,. your latest update is pants; constant screen freezing and apps crashing. I’m going to get a Nokia brick,"We'd like to help! For the apps, have you checked the App Store for updates? Join us in DM and we can continue there.",device_performance,software_bug,no,,
gs_164,when am I going to get the iPhone x reservation email? It's been 43 hours. I've called and chatted but no one knows anything.,We're glad to get you pointed in the right direction. Please DM us which country you're located in.,order_and_delivery,order_and_delivery,yes,Customer has called and chatted without resolution.,
gs_165,The fact my new iPhone keeps freezing up and forcing me to hard reset four times a Day is get real annoying real quick,We want your iPhone to work perfectly after an update! Tell us which iPhone you have in DM and we'll go from there.,device_performance,device_performance,yes,Repeated hard resets have not resolved the issue and frustration is evident.,
gs_166,"This is unacceptable there has to be something done about this. I need to be compensated for all the hassle, the lack of communication, the unprofessionalism And for having my time wasted .",We know how essential it is to have a working iPhone. We'd be happy to look into your situation. Can you DM us what country you're in?,feedback_and_complaint,feedback_and_complaint,yes,Customer requests compensation for repeated service failures and poor handling.,
gs_167,I accidentally associate a wrong account and now this and I can’t get my music back plz help,We can help. Have you tried the steps here?,account_and_password,account_and_password,no,,
gs_168,Hey um I think u need 2 fix the whole battery life issue. It’s kinda killing our phones.,We can offer some assistance. DM which device and specific iOS version you are using so we can help.,battery_issue,battery_issue,no,,
gs_169,that updated deleted all of the music I had saved on my phone. HeartBroken,"We'd love to help! When you restart, does it come back? Is iCloud Music Library turned on as well? DM us to let us know.",data_and_privacy,data_and_privacy,yes,"An update deleted saved music, indicating data loss.",
gs_170,should my ear pods case be losing over 3% battery life per hour? Pods are at 100% so they are not charging,"Reach out to us via DM, and we can take a look in to this together and figure out what is going on!",battery_issue,battery_issue,no,,
gs_171,HELP: What are hastagimages and springboard? I can’t find them on my phone and I didn’t download them. help AskTwitter,"We're here to assist. To start, send us a DM including which iPhone model you're using and we'll continue together from there:",app_and_store_issue,app_and_store_issue,no,,
gs_172,highly disappointed by services of Apple. They do not value their customers at all.,"We certainly understand your disappointment with expense of the repair. Please send us a DM, and we’ll do our best to assist.",feedback_and_complaint,feedback_and_complaint,no,,
gs_173,"1/ continue receiving an error on macbook stating to ""finish changing your password"" I have finished changing my password..",We'd like to help get this taken care of. Does this prompt appear after opening a certain app?,account_and_password,account_and_password,no,,
gs_174,can you please fix this I️ problem it’s getting a little annoying and hard to look professional via email to my colleagues,Here’s what you can do to work around the issue until it’s fixed in a future software update:,product_and_feature_question,software_bug,no,,
gs_175,so disappointed with new iPhone 8. It just won’t shut off. Every time I get a text or message it stays on. rubbish,Hi. We'd like to help. Could you give us more information about the issue you're having?,feedback_and_complaint,software_bug,no,,
gs_176,Same here. Read 3times - still none the wiser. Plus what is this new 3rd button state they got going on. Is my Bluetooth on or off ?,"We'd be glad to answer this. Regarding the Bluetooth states in Control center, white means that Bluetooth is enabled, but not connected to anything currently. Let us know if you have additional questions.",connectivity_issue,connectivity_issue,no,,
gs_177,thanks Apple because I lost everything in my IPhone due to errors in the system Thank you very much,"We know how important it is that your iPhone have all of your information, so let's team up to look at this. When did this happen? Do you have any backups on iCloud or in iTunes? Do you sync your info? Let us know in DM and we'll dig in to see what's going on.",data_and_privacy,data_and_privacy,yes,Customer reports losing all iPhone data.,
gs_178,after I hit the checkout button I got this Cit One message about not knowing if I'm approved. Is my phone preordered or not?,Our Sales Support team can best assist and can be contacted from here:,hardware_and_accessories,order_and_delivery,no,,
gs_179,"5,000 of my photos have disappeared off of my iPhone. Can you help?","We know how important your photos are. When did this happen? Is anything different, such as an upgrade to iOS or a new app?",data_and_privacy,data_and_privacy,yes,"Customer reports loss of 5,000 photos.",
gs_180,BatteryGate Apple iPad Air 2 battery swelled with a full charge after upgrade to iOS 11,"We’d love to help with your iPad. To start, please send us a DM letting us know in which country you are located.",battery_issue,battery_issue,yes,Swollen iPad battery creates a device-safety risk.,
gs_181,WHY WON'T MY PLAYLISTS PLAY ON MY PHONE IN THE ORDER THAT I CREATED THEM IN ITUNES?!?! IT KEEPS RE-SCRAMBLING THE ORDER!,"Hello. Let's check to see if Shuffle is enabled, as shown here: Let us know if that fixes it for you.",order_and_delivery,app_and_store_issue,no,,
gs_182,ALL IM TRYING TO DO IS PURCHASE A HOE ASS SONG AND YA LAME ASS SUPPORT WONT SEND ME THE FCKIN CODE FOR YA DUMB 2FACTOR AUTH SO I CAN USE MY DAMN FINGER PRINT,We'd like to help. You can receive a verification code for two-factor authentication a number of ways. This article has more info: DM us if you still have issues.,payment_and_billing,payment_and_billing,no,,
gs_183,fix this auto correct when I type “I️” ..,Here’s what you can do to work around the issue until it’s fixed in a future software update:,product_and_feature_question,software_bug,no,,
gs_184,my phone worked perfectly until iOS 11 came out. Since then I’ve had tons of problems.,We'd like to help with your iPhone. Please DM us some more details on what is happening and we can assist further.,software_bug,software_bug,no,,
gs_185,11.1.2 I checked what had been running in the background and seems Facebook is the issue no idea what it was up to but I’ve shut the background down - wasn’t like that before. Charged up in flight now so watching and waiting...,"If you still need us, just reach out. We will be here.",payment_and_billing,battery_issue,no,,
gs_186,why is the battery of my iPhone acting up ever since that upgrade?,"Thanks for reaching out to us today. We’ve received your DM, and will continue working from there. Be on the lookout for our response.",battery_issue,battery_issue,no,,
gs_187,So i just upgraded my iPhone to iOS11.2 And i got wifi issue.Idk why my wifi seems like dropped.Does anyone know how to fix it,"We're here to help. Send us a DM, and we'll take a closer look at your iPhone together.",connectivity_issue,connectivity_issue,no,,
gs_188,"I think I am getting there, had to restore back to Sierra on a USB and in the process of updating my external hard drive with important files to then retry with the High Sierra install on my MacBook again! 🤦🏻‍♀️","That sounds like a plan! As long as you've got a backup, you should be good to go. If you run into any issues or concerns along the way, please let us know. Thanks.",app_and_store_issue,software_bug,no,,
gs_189,I do not care about 70 new emoji ios11.1 does not fix my battery life. 🔋how bad it is since I updated ios11!🤬🤯,"We do care about your battery life, and want to get to the bottom of this. Meet us in DM so we can help find a resolution.",battery_issue,battery_issue,no,,
gs_190,That’s still more steps than before. You can’t tap on “Done” until after you open the picture up from the bottom left of the screen either 👎,We always appreciate hearing feedback from our customers. Feel free to submit your comments here:,hardware_and_accessories,product_and_feature_question,no,,
gs_191,Hi i'm having a hard time with my account how do i solve this?,Thanks for reaching out. Let's work to get you signed in. Go ahead and reach out to us in DM & we'll get started.,account_and_password,account_and_password,no,,
gs_192,"first time calling in for a pickup order, worst experience ever as my time was wasted 🤦🏻‍♂️",We'd like to learn more about your experience. Tell us a bit about what happened in DM. We're here for you!,order_and_delivery,order_and_delivery,no,,
gs_193,idk what y’all did or doing but I need y’all to fix this update ASAP my phone too new to be glitching!,Let's get to the bottom of the issues you're seeing. Could you join us in DM with more details?,software_bug,software_bug,no,,
gs_194,Dear - You’re trying to make me use Windows full time aren’t you? This laptop is fully charged…,We want to be sure you get the most from your battery on your Mac. We can definitely look into this with you. Send us a DM and let us know the country you're currently located in. We'll go from there.,payment_and_billing,device_performance,no,,
gs_195,"Screen freezes, cant hear calls & no one can hear me, when my alarm goes off it doesnt ring anymore - all started when new update came out.",This is certainly not expected behavior. Please DM us and we'll be glad to look into this further with you.,software_bug,software_bug,no,,
gs_196,Hi I want to view the US app store (I'm in UK) as one of my iMessage sticker packs has been featured there. Is there a simple way to view it? Canceling music subscription and adding billing is a bit much,"Great question! In order to view content in a specific store's region, you'd have to first change your store region on your device. Here's a link with those steps:",app_and_store_issue,app_and_store_issue,no,,
gs_197,Yep from the phone which shouldn’t be a problem. No error code to help figure out the problem either. Phone still crashing and restarting 👍,"Let's work through the steps in this article, Let us know how it goes.",device_performance,software_bug,no,,
gs_198,iOS 11 is draining my battery TERRIBLY!!! You see all the news and posts about it. When are you going to fix it?!?!,There can be many factors affecting battery performance. Let’s look into what’s happening. DM us which iPhone you have.,battery_issue,battery_issue,no,,
gs_199,Now I’m having “No Service” in a lot of places. Then full bars of 4G and I cannot make calls,"OK so no service in areas you previously had service, and when you do have bars of signal you can't make calls. Thank you for the information. Let's look at this together a bit more in DM:",connectivity_issue,connectivity_issue,no,,
gs_200,Would love to join the iPhone Upgrade Program to purchase the iPhone X. I’d be new. Can I get pre-approved before pre-orders?,We can help you get to the right place for your questions. Connect with our Online Sales support:,payment_and_billing,payment_and_billing,no,,
gs_201,someone stole my phone and this appeared on my iCloud,"We’re sorry to hear about your iPhone. Use the link below to join us in DM, and we’ll take it from there.",account_and_password,account_and_password,yes,Customer reports a stolen phone and an iCloud security issue.,
gs_202,": Are there problems with authentication to the app store? On my iPhone when logging in, it recognises my name, but still tells me that it couldn't log me in?!",We want you to be able to log in to the App Store. Let's get this fixed for you in DM.,app_and_store_issue,account_and_password,no,,
gs_203,I’m so done with absolutely worst customer service.,"Knowing how issues can impact our customers, at Apple we want to do everything we can to resolve it. Send us a DM and let us know what's going on. We'll check into this with you.",feedback_and_complaint,feedback_and_complaint,no,,
gs_204,"Everything was enbled in Search settings, so I disabled and enabled all apps again and now it works! Search settings need some serious UX ❤️",We're glad to hear that you're back up and running. Reach out to us if you need further help in the future.,product_and_feature_question,software_bug,no,,
gs_205,"Your latest update bricked my iPhone X. When I try to restore pics from iCloud, it's not working and my last hard backup was November 2nd on my old phone. I lost pictures and videos so thanks for already having a colossal screwup 10 days I bought it.",Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together.,data_and_privacy,data_and_privacy,yes,Failed iCloud restore resulted in lost photos and videos.,
gs_206,"On my new iPhone 8, every time I try to use the crop tool in Photos it crashes! Anyone have this problem? What's up ??",We want you to be able to use this feature on your iPhone 8. Please send us a DM letting us know the iOS version you're using.,data_and_privacy,software_bug,no,,
gs_207,so this just happened on my flight. And it’s still working. fixit applewatch flightattendantdown whyme hellofaday,"We will be happy to look into your repair options. DM us your model of Apple Watch and the country you're currently located, to get started.",product_and_feature_question,hardware_and_accessories,no,,
gs_208,"Why does my phone say I've used 11GB of data but when I add up all the used storage, it's only 3.4GB?? you're robbing me blind, am fuming 😡😡😡😡",We'd like to look into this with you. DM us what version of iOS you're currently using and we'll continue from there.,app_and_store_issue,device_performance,no,,
gs_209,I’m getting sick of .Every update y’all release for the iPhones gets progressively more retarded and makes my phone freeze constantly,You're in the right place for help. Let us know in a DM the iOS version number shown in Settings > General > About to start.,software_bug,software_bug,no,,
gs_210,Wish a genius bar appointment on Wednesday afternoon at the Apple store in Little Rock. Around 2:30pm.,We can help. You can set up a reservation online at: DM us if you run into any issues.,order_and_delivery,order_and_delivery,no,,
gs_211,what have you done to the Apple phone this latest version of your software is so buggy I have to turn my phone off twice a day just to get it to stop acting crazy might as well change the name to Microsoft,We're regularly releasing updates to patch issues and improve your iPhone. We've just done so yesterday in fact. The most current version is iOS 11.1.2. You can see the process on how to backup and update here:,product_and_feature_question,software_bug,no,,
gs_212,"High Sierra has killed my mid 2010 Mac mini. Run diagnostics, recovery mode and reinstalled. Nothing. Just boot hanging. Gah.","Let's take a look! To start, do you get an error on the screen during installation? Or an error while it's attempt to boot?",account_and_password,software_bug,no,,
gs_213,please fix this glitch where “I” turns into I️,"We're here to help. Check out our article for workaround steps, and DM us if this continues:",software_bug,software_bug,no,,
gs_214,"iPhone X - Screen of death? - there’s a green line along the right hand side of my screen. Restarting doesn’t fix it. Known issue? If yes, next steps?","We're happy to take a look with you. Does this show up on each screen you navigate to? When did you first notice this appear? Let us know more, and we'll do all we can to help.",hardware_and_accessories,hardware_and_accessories,no,,
gs_215,Disappointed with in Argentina 😞,Thanks for reaching out. Was this a recent visit to an Apple Store? Send us a DM; we'd like to know more to assist.,feedback_and_complaint,feedback_and_complaint,no,,
gs_216,how long does it take to send some instructions to reset a password???,It's important to be able to use and manage your Apple ID. Let's partner you with our Apple ID team here:,account_and_password,account_and_password,no,,
gs_217,"I just setup my new iPhone X, but now my Apple Watch is stuck in a setup screen loop. Can you help . This is kind of frustrating :/",We are sorry to hear you're having issues setting up the Watch. Please send us a DM and we will look into this together. Thank you.,device_performance,hardware_and_accessories,no,,
gs_218,; what can we do about this virus that has come along with your safari update on laptops ?,There shouldn't be a virus. We'd like to look into this with you. DM us details on what you're seeing and we'll continue from there.,software_bug,software_bug,no,,
gs_219,since iOS 11 my speaker phone for calls seems to be very low volume for some reason. Any fix for that?,Let's work together to determine what might be causing that issue. Is the same behavior happening with music volume?,hardware_and_accessories,hardware_and_accessories,no,,
gs_220,how do I remove a default credit card from Apple Pay? Thanks,"Great question! The first card you add to Apple Pay will be you default card. After you add more cards, you can change your default card under the Wallet & Apple Pay Settings. Here's how:",payment_and_billing,payment_and_billing,no,,
gs_221,When I’m at home on wifi and it glitches when I’m on Pandora in the car blue tooth on cellular data ! I haven’t dropped my phone or nothing,Let's visit about this in DM. We'll see if we can help get your iPhone back on track.,connectivity_issue,connectivity_issue,no,,
gs_222,at random times my off button will stop working is there a way to fix it,We'd like to help! Tell us which device you're referring to please.,hardware_and_accessories,hardware_and_accessories,no,,
gs_223,new update for the iPhone isn't working properly have to keep resetting my phone to make a phone call,"Which specific iOS version are you using currently? Also, what happens when you try to make a call?",software_bug,software_bug,no,,
gs_224,Cheers... all that crap is off. Battery is on low mode and screen is practically at its darkest brightness. Sort it out 😡,Hi there. We understand that battery life is essential. Let's meet in a DM and get to work on this together. Please tap here:,battery_issue,battery_issue,no,,
gs_225,se puede buggear más esto? Voy ya por el segundo drop y esto se quedo en el principio de la canción,We offer support via Twitter in English. Get help in Spanish here: or join,product_and_feature_question,software_bug,no,,
gs_226,"Why is there no tap rewind/forward 15 seconds for podcast playing on lock screen? I used to be able to on previous iPhones/iOS, but with X I can’t. I don’t want to waste battery by keeping the screen active to be able to use the 15 sec rewind/forward when needed.","We expect you to see options to rewind or fast-forward to the left and right of the Pause/Play button. You can also use Siri to skip forward or back. If the options aren't appearing, power your iPhone off, than on again. Let us know if there's any change.",hardware_and_accessories,product_and_feature_question,no,,
gs_227,So how come random chunks of my photo library have just disappeared ?!?! This includes the first day’s worth of holiday pics!,We'd be happy to assist. Are you able to go to a computer to browse to Thanks.,product_and_feature_question,data_and_privacy,yes,Customer reports missing photo-library content.,
gs_228,I CAN'T BELIEVE THIS ALL MY MESSAGES WERE ERASED BECAUSE MY PHONE WASN'TUPDATED ENOUGH. SO I COULD HAVE THE SAME PROBLEM EVERYONE ELSE IS HAVING ALL MY MESSAGES Are GONE! Messages exchanged between my father and I just gone. The only messages I had left of him I'm so hurt,We'd love to assist you. Does restarting the device bring any of the messages back? DM the answer below.,data_and_privacy,data_and_privacy,yes,Customer reports erased messages and personal-data loss.,
gs_229,Whenever I try to a screen shot on my IPhone 8 it’s just black screen anyone else had this problem? iphone8,We want to be sure you can take screenshots as you'd expect to. We're happy to look into this with you. Is the photo saved as a black photo? Does this happen in all apps?,hardware_and_accessories,hardware_and_accessories,no,,
gs_230,Absolutely unreal that my iPhone 7 randomly dies when it's at 55%. you need to do something about this cause has the worst costumer service ever.,We want to look into your performance concerns. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings > General > About.,feedback_and_complaint,battery_issue,no,,
gs_231,Mac air is having problem of liquid spill in motherboard due to which it stops charging Is apple selling defective Macs,"We'd like to look into this with you to see how we can help. Let us know in DM what country you're located in, and we'll get started:",battery_issue,hardware_and_accessories,yes,Liquid damage to the motherboard creates a physical/device risk.,
gs_232,hey I have had an email from Apple asking me to verify some of my details on my account and they want me to click on this link I am wondering is it legit or a scam can you let me know please thank you,Hi there. We're glad you asked. It never hurts to be cautious! This article will help you to determine if the message is authentic or not: Let us know if you have any other questions. We're here for you.,account_and_password,account_and_password,no,,
gs_233,"I’m experiencing this too, thought I was crazy. Up to date on all devices.","Hi there, we’d be happy to look into this for you as well. Send us a DM with more details and we will go from there.",product_and_feature_question,software_bug,no,,
gs_234,"someone wanna tell me why more than 1,900 fuckin pictures suddenly got deleted from my phone?? thanks xx",We know that your photos are valuable. Please reach out to our Application Support team. They’ll be in the best position to assist you. Reach them here:,data_and_privacy,data_and_privacy,yes,"Customer reports deletion of more than 1,900 photos.",
gs_235,My magic trackpad 2 all of a sudden won't give me feedback anymore. Apple support site doesn't accept the SN?! double-checked,"We're here to help! So we can determine your support options, DM the device and OS you're using it with to start.",feedback_and_complaint,hardware_and_accessories,no,,
gs_236,"Não vejo que recebi msg em nenhum app, nada. Fico o dia todo sem uma notificação sequer","Since our Twitter support is available in English, get help at or join",app_and_store_issue,app_and_store_issue,no,,
gs_237,"It’s probably really obvious, but can you buy an iPhone entirely with Gift Card credit?","Apple Store gift cards can be used in countries where their currency is accepted (i.e., dollars in the US). Thanks.",payment_and_billing,payment_and_billing,no,,
gs_238,I keep having to retype my WiFi password like 5 times a day??? It should just be saved no? I’m confused as to why it keeps disconnecting,"Hey there. Let's figure out what's happening with that connection. Does the issue happen with one particular Wi-Fi connection, or others as well?",connectivity_issue,connectivity_issue,no,,
gs_239,"why is it every time you release new phones, the older models turn into junk? My battery is forever dying - 7S Plus.",We'd love to help out. Could you Direct Message us and let us know what country you're located in?,battery_issue,battery_issue,no,,
gs_240,"Hello, how to fix the ""no service"" problem? I already plug and un plug the sim card, airplane mode, and change the card, but still doesnt work sometimes thanks in advance","Thanks for contacting us about your device. We know how important it is to have service and we're happy to do everything we can to help. To start, please DM us with the country where you're located and the device model you're using.",connectivity_issue,connectivity_issue,no,,
